time,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9
14190,3,3,3,3,3,3,3,2,2
14191,3,3,3,3,3,2,2,2,2
14192,3,2,3,3,3,3,3,3,3
14193,2,2,3,3,3,2,2,2,2
14194,3,3,3,3,3,3,3,3,3
14195,3,2,3,3,3,3,3,3,3
14196,2,2,3,3,3,3,3,3,3
14197,3,2,3,3,3,3,3,3,3
14198,2,2,3,3,3,3,3,3,3
14199,2,2,3,3,3,3,3,3,3
14200,2,2,3,3,3,3,2,2,2
14201,1,1,3,3,3,3,3,2,2
14202,1,1,3,3,3,3,3,2,2
14203,1,1,2,3,3,3,2,2,2
14204,1,1,3,3,3,3,3,2,2
14205,1,1,3,3,3,3,2,1,1
14206,2,2,3,3,3,3,3,2,2
14207,2,2,3,3,3,3,3,2,2
14208,2,2,3,3,3,3,1,1,1
14209,2,2,3,3,3,3,3,3,3
14210,2,2,3,3,3,3,3,3,3
14211,1,2,3,3,3,3,3,3,3
14212,2,2,3,3,3,3,3,3,3
14213,1,1,2,3,3,3,3,3,3
14214,1,1,2,3,3,3,3,3,3
14215,2,1,3,3,3,3,3,3,3
14216,1,1,2,3,3,3,3,3,3
14217,1,1,3,3,3,3,3,2,2
14218,1,1,3,3,3,3,3,2,2
14219,2,1,3,3,3,3,3,2,2
14220,2,2,2,3,3,3,3,2,2
14221,2,2,3,3,3,3,2,2,2
14222,2,2,3,3,3,3,2,2,2
14223,2,2,3,3,3,3,3,2,2
14224,2,3,3,3,3,3,2,2,2
14225,2,2,3,3,3,3,3,2,2
14226,2,2,3,3,3,2,2,2,2
14227,2,2,3,3,3,3,2,2,2
14228,2,2,2,3,3,3,3,3,3
14229,1,1,2,2,2,2,3,3,3
14230,2,1,2,2,3,3,3,3,3
14231,1,1,2,2,3,3,2,2,2
14232,2,1,2,2,3,3,3,2,2
14233,1,1,2,3,3,3,3,3,3
14234,1,1,2,3,3,3,3,3,3
14235,1,1,2,2,3,3,3,2,2
14236,1,1,2,2,3,3,3,3,3
14237,1,1,2,2,3,3,3,3,3
14238,1,1,2,3,3,3,3,3,3
14239,2,2,3,3,3,3,3,3,3
14240,3,3,3,3,3,3,2,2,2
14241,2,3,3,3,3,3,2,2,2
14242,3,3,3,3,3,3,2,2,2
14243,2,2,3,3,3,3,2,2,2
14244,2,2,3,3,3,3,2,2,2
14245,2,2,3,3,3,3,2,2,2
14246,2,3,3,3,3,3,3,2,2
14247,3,3,3,3,3,3,3,2,2
14248,2,2,3,3,3,3,3,2,2
14249,3,3,3,3,3,3,3,2,2
14250,3,3,3,3,3,3,3,2,2
14251,1,2,3,3,3,3,3,2,2
14252,2,2,3,3,3,3,3,2,2
14253,1,1,2,3,3,3,2,1,1
14254,1,1,2,2,3,3,3,2,2
14255,1,1,2,2,2,3,3,3,3
14256,1,1,2,2,2,3,3,3,3
14257,1,1,2,2,2,3,2,2,2
14258,1,1,2,2,2,3,2,2,2
14259,1,1,2,2,2,2,2,2,2
14260,1,1,2,2,2,3,3,2,2
14261,1,1,2,2,2,3,3,2,2
14262,1,1,2,2,2,3,2,1,1
14263,1,1,2,2,2,3,2,2,2
14264,1,1,2,3,2,3,3,2,2
14265,1,1,2,3,3,3,3,2,2
14266,2,2,2,2,2,2,2,2,2
14267,2,1,2,2,2,2,2,2,2
14268,1,1,2,2,1,1,1,1,1
14269,2,1,2,3,2,2,2,1,1
14270,1,1,2,3,2,2,1,1,1
14271,2,1,2,3,2,2,2,2,2
14272,2,2,3,3,2,1,1,1,1
14273,2,2,3,3,3,2,1,1,1
14274,2,2,3,3,3,3,2,1,1
14275,3,3,3,3,3,3,2,2,2
14276,3,3,3,3,3,2,2,2,2
14277,2,3,3,3,2,2,1,2,2
14278,1,2,3,3,3,2,2,2,2
14279,3,3,3,3,2,2,2,2,2
14280,2,2,3,2,2,1,1,1,1
14281,1,1,2,1,1,1,1,1,1
14282,1,1,2,2,1,2,2,2,2
14283,1,1,2,1,1,1,2,2,2
14284,1,1,2,1,1,1,2,2,2
14285,1,1,2,2,1,2,2,2,2
14286,2,3,3,3,2,2,2,2,2
14287,3,2,3,2,2,2,2,2,2
14288,3,2,3,3,2,2,2,2,2
14289,2,2,3,3,3,2,2,2,2
14290,2,3,3,3,3,2,2,2,2
14291,2,2,3,3,3,2,2,2,2
14292,3,3,3,3,3,2,2,2,2
14293,3,3,3,3,3,2,2,2,2
14294,2,2,3,3,3,2,2,2,2
14295,2,2,3,3,3,2,2,2,2
14296,3,3,3,3,2,2,2,1,1
14297,3,3,3,3,3,2,2,1,1
14298,2,2,3,3,3,2,2,1,1
14299,2,2,3,3,2,2,2,1,1
14300,3,2,3,3,3,2,2,2,2
14301,3,2,3,3,2,2,1,1,1
14302,2,2,3,3,2,1,1,1,1
14303,3,3,3,3,3,3,2,2,2
14304,3,3,3,3,3,2,2,2,2
14305,2,2,3,3,3,2,2,2,2
14306,3,2,3,3,3,2,2,1,1
14307,2,2,3,3,2,2,1,1,1
14308,2,2,3,3,2,2,2,1,1
14309,1,1,3,3,3,2,2,1,1
14310,1,1,3,3,2,2,2,2,2
14311,1,1,3,3,2,2,2,1,1
14312,2,2,3,3,2,2,2,2,2
14313,2,2,3,3,2,2,2,2,2
14314,2,2,3,3,2,2,2,2,2
14315,1,1,3,3,3,2,3,3,3
14316,1,1,3,3,2,2,2,2,2
14317,1,1,2,2,1,1,1,1,1
14318,1,1,2,2,1,1,1,1,1
14319,2,2,3,2,1,1,1,1,1
14320,3,2,3,3,2,2,2,1,1
14321,3,2,3,3,3,3,2,2,2
14322,1,1,2,3,3,2,2,2,2
14323,2,2,2,3,3,3,2,2,2
14324,3,2,3,3,3,3,3,2,2
14325,3,2,3,3,3,3,3,1,1
14326,3,3,3,3,3,3,2,1,1
14327,2,2,3,3,3,3,2,2,2
14328,2,2,3,3,3,3,2,2,2
14329,2,2,3,3,3,3,3,2,2
14330,1,2,3,3,3,3,3,2,2
14331,1,2,3,3,3,3,3,2,2
14332,1,1,3,3,3,3,3,2,2
14333,1,1,2,3,3,3,2,2,2
14334,1,1,2,3,3,3,2,2,2
14335,1,2,3,3,3,3,3,3,3
14336,2,2,3,3,3,3,3,3,3
14337,2,2,2,2,3,3,3,3,3
14338,3,3,3,3,3,3,3,3,3
14339,2,3,3,3,3,3,3,3,3
14340,3,3,3,3,3,3,3,2,2
14341,3,2,3,3,3,3,3,3,3
14342,2,2,2,3,3,3,3,3,3
14343,2,2,3,3,2,3,2,2,2
14344,1,1,2,3,2,3,3,2,2
14345,1,1,2,3,3,3,3,2,2
14346,1,1,2,3,3,3,3,2,2
14347,1,1,2,3,3,3,2,2,2
14348,1,1,2,3,3,3,3,3,3
14349,2,2,3,3,3,2,2,3,3
14350,2,2,3,3,3,3,2,2,2
14351,2,1,2,3,3,3,2,2,2
14352,1,1,2,3,3,2,2,2,2
14353,3,2,3,3,3,3,2,2,2
14354,2,2,3,3,3,3,2,2,2
14355,2,2,2,3,3,3,3,3,3
14356,2,1,2,3,2,2,2,3,3
14357,2,2,2,3,2,3,3,3,3
14358,2,1,2,3,2,2,2,2,2
14359,2,2,3,3,3,3,2,2,2
14360,3,3,3,3,3,3,3,3,3
14361,2,3,3,3,3,3,3,2,2
14362,2,2,3,3,3,3,3,3,3
14363,2,2,3,3,3,3,3,2,2
14364,2,2,3,3,3,3,3,3,3
14365,3,3,3,3,3,3,3,2,2
14366,3,3,3,3,3,3,2,2,2
14367,3,3,3,3,3,3,2,2,2
14368,2,3,3,3,3,2,2,2,2
14369,2,3,3,3,2,2,2,2,2
14370,2,2,3,3,2,2,2,2,2
14371,1,1,3,3,3,2,2,2,2
14372,1,2,3,3,3,3,3,2,2
14373,1,2,3,3,3,3,2,2,2
14374,2,2,3,3,3,3,2,2,2
14375,2,2,3,3,3,3,2,2,2
14376,2,2,3,3,3,2,2,2,2
14377,2,2,2,3,3,2,2,2,2
14378,2,2,2,2,2,2,2,2,2
14379,2,2,2,3,3,2,2,2,2
14380,3,3,3,3,3,2,2,2,2
14381,3,3,3,3,3,2,2,2,2
14382,3,3,3,3,3,2,2,2,2
14383,2,2,3,3,3,2,2,2,2
14384,2,2,3,3,3,2,2,2,2
14385,2,2,3,3,3,2,2,2,2
14386,1,2,3,3,3,2,2,2,2
14387,1,2,3,3,3,3,2,2,2
14388,1,2,3,3,3,3,3,2,2
14389,1,1,2,3,3,3,3,3,3
14390,1,1,3,3,3,3,3,3,3
14391,1,2,3,3,3,3,2,2,2
14392,1,1,2,3,3,3,2,2,2
14393,1,1,2,3,2,2,2,2,2
14394,1,2,3,3,3,2,2,2,2
14395,1,1,2,3,3,3,2,2,2
14396,1,1,2,3,3,3,3,2,2
14397,1,1,2,3,3,3,3,3,3
14398,1,2,2,3,3,3,3,3,3
14399,1,2,2,3,3,3,3,3,3
14400,2,2,2,3,2,3,2,2,2
14401,2,2,3,3,3,3,2,2,2
14402,2,2,3,3,3,3,2,2,2
14403,2,2,3,3,3,3,3,2,2
14404,2,2,3,3,3,3,3,2,2
14405,2,2,3,3,3,3,3,2,2
14406,1,2,3,3,3,3,3,2,2
14407,1,2,3,3,3,3,3,2,2
14408,1,2,3,3,3,3,2,2,2
14409,2,3,3,3,3,3,3,3,3
14410,2,2,3,3,3,3,3,3,3
14411,2,2,3,3,3,2,2,2,2
14412,2,2,3,3,3,3,3,1,1
14413,2,2,3,3,3,3,3,3,3
14414,2,2,3,3,3,3,3,3,3
14415,2,2,3,3,3,3,3,3,3
14416,2,3,3,3,3,3,3,3,3
14417,2,2,3,3,3,3,3,3,3
14418,2,2,3,3,3,3,3,3,3
14419,2,1,2,3,3,3,3,3,3
14420,3,3,3,3,2,3,3,3,3
14421,3,3,3,3,2,3,3,3,3
14422,3,3,3,2,2,2,3,3,3
14423,2,2,2,2,2,2,3,3,3
14424,2,2,2,2,2,2,3,3,3
14425,2,2,2,2,2,2,3,2,2
14426,2,2,2,2,2,2,3,2,2
14427,2,2,2,2,2,2,2,2,2
14428,3,3,3,2,2,3,2,2,2
14429,3,3,3,3,3,3,3,2,2
14430,3,3,3,3,3,3,2,2,2
14431,2,3,3,2,2,2,2,2,2
14432,2,3,3,2,2,2,2,2,2
14433,2,3,3,2,2,2,2,2,2
14434,2,2,3,2,2,2,2,2,2
14435,2,2,2,2,2,2,2,2,2
14436,2,2,3,2,2,2,2,2,2
14437,3,2,3,3,2,3,3,2,2
14438,2,2,3,3,3,3,3,3,3
14439,3,2,2,3,3,3,3,3,3
14440,3,2,2,3,3,3,3,3,3
14441,3,2,3,3,3,3,3,3,3
14442,2,2,3,3,3,3,3,3,3
14443,2,2,3,3,3,3,2,2,2
14444,2,2,3,3,3,3,2,2,2
14445,2,2,3,3,3,3,2,2,2
14446,2,2,3,3,3,3,2,2,2
14447,2,2,3,3,3,2,2,2,2
14448,2,2,3,3,3,2,2,2,2
14449,3,2,3,3,2,2,2,2,2
14450,2,2,2,3,2,2,2,2,2
14451,2,2,3,3,2,2,2,1,1
14452,3,2,2,3,2,2,2,2,2
14453,2,2,2,3,2,2,2,2,2
14454,2,2,3,3,3,3,2,2,2
14455,2,2,3,3,3,3,3,2,2
14456,3,3,3,3,3,3,3,2,2
14457,2,2,3,3,3,3,3,3,3
14458,2,2,3,3,3,3,3,2,2
14459,3,2,3,3,3,3,2,2,2
14460,3,2,3,3,3,2,1,1,1
14461,2,2,3,3,3,2,2,2,2
14462,2,2,3,3,3,2,2,2,2
14463,2,2,3,3,3,3,2,2,2
14464,2,2,3,3,3,3,3,3,3
14465,1,2,3,3,2,2,3,3,3
14466,1,2,3,3,2,2,3,3,3
14467,1,1,2,3,3,3,3,2,2
14468,1,1,2,3,3,3,2,2,2
14469,1,2,2,3,3,2,3,2,2
14470,2,2,3,3,3,3,3,2,2
14471,1,1,2,2,2,2,1,1,1
14472,1,1,2,2,3,3,1,1,1
14473,1,1,2,2,2,2,1,1,1
14474,1,1,2,2,3,2,2,2,2
14475,2,2,2,3,3,2,2,2,2
14476,2,2,3,3,2,2,2,1,1
14477,2,2,3,3,3,3,2,2,2
14478,1,2,3,3,3,3,3,2,2
14479,1,1,2,3,3,3,2,1,1
14480,1,1,2,3,3,2,2,1,1
14481,1,2,2,2,2,2,1,1,1
14482,2,2,2,2,2,2,1,1,1
14483,2,2,3,2,2,2,2,1,1
14484,2,2,2,2,2,2,1,1,1
14485,2,3,3,3,2,2,1,1,1
14486,1,2,3,3,3,3,3,2,2
14487,1,1,2,3,3,3,3,2,2
14488,2,2,2,3,3,3,3,2,2
14489,1,2,2,2,2,3,3,2,2
14490,1,1,2,2,3,3,3,3,3
14491,1,1,2,2,2,3,3,3,3
14492,1,1,2,2,3,3,3,3,3
14493,1,1,2,2,2,3,2,2,2
14494,1,1,2,2,2,3,2,2,2
14495,1,1,2,3,3,3,3,2,2
14496,2,2,3,3,2,3,2,2,2
14497,1,1,2,2,2,3,3,3,3
14498,1,1,2,3,3,3,3,2,2
14499,1,1,2,2,3,3,3,2,2
14500,1,1,2,3,3,3,3,2,2
14501,1,2,3,3,3,3,3,2,2
14502,2,2,3,3,3,3,3,2,2
14503,1,2,2,2,2,2,2,2,2
14504,1,2,2,2,2,2,2,2,2
14505,1,2,2,2,2,2,2,2,2
14506,1,2,2,2,2,3,2,2,2
14507,2,2,2,2,2,3,2,2,2
14508,2,2,3,3,3,3,2,2,2
14509,1,2,2,2,3,3,3,3,3
14510,1,1,2,2,3,3,3,3,3
14511,1,2,3,3,3,3,3,2,2
14512,1,2,3,3,3,3,3,2,2
14513,1,2,3,3,3,3,2,2,2
14514,1,1,3,3,3,3,2,2,2
14515,1,2,3,3,3,3,2,2,2
14516,1,1,2,3,3,3,2,2,2
14517,1,1,2,2,2,2,2,2,2
14518,1,2,2,3,2,2,2,2,2
14519,2,2,2,2,2,2,2,2,2
14520,2,2,2,2,2,2,2,2,2
14521,1,2,2,2,2,2,2,2,2
14522,1,2,2,2,2,2,2,2,2
14523,1,1,2,2,2,2,2,2,2
14524,1,1,2,3,2,2,2,2,2
14525,1,1,3,3,3,2,2,2,2
14526,1,1,3,3,3,3,2,2,2
14527,1,1,3,3,3,3,3,2,2
14528,1,1,2,2,2,2,3,2,2
14529,1,2,2,3,2,3,3,3,3
14530,2,2,3,3,3,3,2,2,2
14531,2,2,3,3,3,3,3,2,2
14532,2,2,3,3,3,3,3,2,2
14533,2,3,3,3,3,3,2,2,2
14534,1,2,3,3,3,3,3,2,2
14535,1,2,3,3,3,3,3,2,2
14536,1,2,3,3,3,3,2,2,2
14537,1,2,3,3,3,3,2,2,2
14538,1,2,3,3,3,3,2,2,2
14539,2,3,3,3,3,3,3,2,2
14540,1,2,3,3,3,3,3,2,2
14541,1,2,2,3,3,3,3,3,3
14542,2,1,2,3,3,3,3,2,2
14543,2,2,2,3,2,2,2,2,2
14544,2,2,2,3,2,2,2,2,2
14545,2,1,2,2,2,2,2,2,2
14546,1,1,2,2,3,3,2,2,2
14547,2,2,3,3,3,3,2,2,2
14548,3,3,3,3,3,3,2,2,2
14549,2,2,3,3,3,2,2,2,2
14550,2,2,3,3,3,3,2,2,2
14551,2,1,2,3,3,2,2,2,2
14552,2,1,2,3,3,2,2,2,2
14553,2,1,2,3,3,2,2,2,2
14554,2,1,2,3,3,3,2,2,2
14555,2,1,2,3,3,2,2,2,2
14556,2,1,2,3,3,2,2,2,2
14557,2,1,2,3,3,3,2,2,2
14558,2,2,3,3,3,3,2,2,2
14559,2,1,2,3,3,3,2,2,2
14560,1,1,2,3,3,3,3,2,2
14561,1,1,3,3,3,3,2,2,2
14562,1,1,3,3,3,3,2,2,2
14563,1,1,2,3,3,3,2,2,2
14564,1,2,3,3,3,3,2,2,2
14565,1,1,2,3,3,3,3,2,2
14566,2,2,3,3,3,3,3,3,3
14567,2,2,3,3,3,3,3,3,3
14568,2,2,2,3,3,3,3,3,3
14569,2,2,3,3,3,3,3,3,3
14570,2,2,2,3,3,3,3,3,3
14571,2,2,3,3,3,3,3,2,2
14572,2,1,2,3,3,3,3,2,2
14573,2,1,2,3,3,3,3,2,2
14574,2,1,2,3,3,3,2,2,2
14575,2,2,2,3,3,3,2,2,2
14576,3,3,3,3,3,3,2,2,2
14577,3,2,3,3,3,3,3,2,2
14578,3,2,3,3,3,3,3,3,3
14579,2,2,3,3,3,3,3,3,3
14580,2,2,3,3,3,3,3,3,3
14581,1,1,2,3,3,3,3,3,3
14582,2,2,2,3,3,3,3,3,3
14583,2,2,3,3,3,3,3,3,3
14584,2,2,2,3,3,3,3,3,3
14585,2,2,2,3,3,3,3,3,3
14586,2,1,2,2,2,3,2,2,2
14587,1,1,2,3,3,3,3,3,3
14588,2,2,2,3,3,3,3,2,2
14589,2,2,3,3,3,3,3,2,2
14590,2,2,3,3,3,3,3,2,2
14591,2,3,3,3,3,3,3,2,2
14592,2,3,3,3,2,3,3,2,2
14593,2,3,3,2,2,3,3,3,3
14594,1,1,2,3,3,3,3,2,2
14595,1,1,2,3,3,3,2,2,2
14596,1,1,2,3,2,2,2,2,2
14597,1,1,2,2,2,2,2,2,2
14598,1,1,2,2,2,2,2,2,2
14599,1,1,2,2,2,2,2,2,2
14600,1,1,2,2,2,2,2,2,2
14601,2,1,2,3,3,2,2,2,2
14602,1,1,2,3,3,3,2,2,2
14603,1,1,2,3,3,3,3,2,2
14604,2,2,2,3,3,3,2,2,2
14605,2,2,2,3,3,3,2,2,2
14606,2,2,2,3,2,2,3,3,3
14607,3,3,3,3,3,3,3,3,3
14608,3,3,3,3,3,3,3,3,3
14609,3,3,3,3,3,3,3,3,3
14610,2,2,3,3,3,3,3,3,3
14611,2,1,2,3,3,3,3,3,3
14612,2,2,3,3,3,3,3,3,3
14613,2,2,3,3,3,3,3,3,3
14614,2,2,3,3,3,3,3,3,3
14615,3,3,3,3,3,3,3,3,3
14616,3,2,3,3,3,3,3,3,3
14617,2,2,3,3,3,3,3,3,3
14618,2,2,2,3,3,3,3,3,3
14619,2,2,2,3,3,3,3,3,3
14620,2,1,2,3,3,3,3,3,3
14621,3,3,3,3,3,3,3,2,2
14622,3,2,2,3,3,3,3,2,2
14623,3,2,2,3,3,3,3,2,2
14624,2,2,2,3,3,3,3,2,2
14625,2,2,2,3,3,3,3,2,2
14626,2,2,3,3,3,3,3,2,2
14627,2,2,3,3,3,3,3,3,3
14628,1,2,3,2,2,3,3,2,2
14629,1,2,3,2,2,3,3,2,2
14630,1,2,3,2,2,3,3,2,2
14631,2,3,3,2,3,3,3,3,3
14632,2,2,3,2,2,3,3,3,3
14633,2,2,3,3,3,3,3,2,2
14634,2,2,3,3,3,3,3,2,2
14635,2,2,3,3,3,3,3,3,3
14636,2,2,3,3,3,3,3,2,2
14637,1,2,3,3,3,3,3,3,3
14638,3,3,3,3,3,3,3,3,3
14639,3,3,3,3,3,3,3,3,3
14640,3,3,3,3,3,3,3,3,3
14641,3,3,3,3,3,3,3,3,3
14642,3,3,3,3,3,3,3,3,3
14643,2,3,3,3,3,3,3,3,3
14644,2,2,3,3,3,3,3,3,3
14645,2,2,3,3,3,3,3,3,3
14646,2,2,3,3,3,3,3,3,3
14647,2,2,3,3,3,3,3,3,3
14648,3,3,3,3,3,3,3,3,3
14649,3,3,3,3,3,3,3,3,3
14650,3,3,3,3,3,3,3,3,3
14651,2,3,3,3,3,3,2,2,2
14652,2,3,3,3,3,3,3,3,3
14653,2,2,3,3,3,3,3,3,3
14654,2,3,2,2,2,3,3,3,3
14655,3,3,3,3,3,3,3,3,3
14656,3,3,3,3,3,3,3,3,3
14657,3,3,3,3,2,3,3,3,3
14658,3,3,3,3,3,3,3,3,3
14659,3,3,3,3,3,3,3,3,3
14660,1,2,3,3,3,3,3,3,3
14661,2,2,3,3,3,3,3,3,3
14662,3,3,3,3,2,3,3,3,3
14663,3,3,3,3,2,3,3,3,3
14664,3,3,3,3,3,3,3,3,3
14665,3,3,3,3,3,3,3,3,3
14666,2,2,2,3,3,3,3,3,3
14667,1,1,2,2,3,3,3,3,3
14668,1,1,2,3,3,3,3,3,3
14669,1,1,2,3,3,3,3,3,3
14670,1,1,2,3,3,3,3,3,3
14671,1,1,2,3,3,3,3,3,3
14672,1,1,2,3,3,3,3,3,3
14673,2,2,3,3,3,3,3,3,3
14674,1,1,2,3,3,3,3,3,3
14675,1,1,2,2,3,3,3,3,3
14676,1,1,2,3,3,3,3,3,3
14677,1,1,2,3,3,3,3,3,3
14678,1,1,2,3,3,3,3,3,3
14679,1,2,3,3,3,3,3,2,2
14680,1,1,3,3,3,3,3,3,3
14681,1,1,2,3,3,3,3,3,3
14682,1,1,2,3,3,3,3,2,2
14683,1,1,2,2,3,3,3,2,2
14684,1,1,2,3,3,3,2,2,2
14685,1,1,2,2,2,2,2,2,2
14686,1,1,2,3,2,2,2,1,1
14687,1,2,2,2,1,1,1,1,1
14688,2,2,3,3,2,2,2,1,1
14689,2,2,3,3,3,2,2,1,1
14690,1,2,3,3,3,2,2,1,1
14691,1,1,2,3,3,2,2,1,1
14692,1,1,2,3,2,2,2,1,1
14693,1,1,2,2,2,2,2,1,1
14694,1,1,2,2,2,2,2,2,2
14695,2,2,3,2,2,3,2,2,2
14696,2,2,2,2,2,3,3,2,2
14697,1,1,2,2,2,3,3,2,2
14698,2,3,3,3,3,3,3,3,3
14699,2,2,2,2,3,3,3,3,3
14700,2,2,2,2,2,3,2,2,2
14701,1,1,2,3,3,3,3,2,2
14702,1,1,3,3,3,3,3,3,3
14703,1,1,3,3,3,3,3,3,3
14704,2,1,2,3,3,3,3,1,1
14705,2,2,3,3,3,3,2,1,1
14706,2,2,2,3,3,3,2,1,1
14707,2,1,2,2,3,3,2,2,2
14708,1,1,2,2,3,3,3,2,2
14709,1,1,2,2,2,3,3,2,2
14710,2,2,3,3,3,3,3,3,3
14711,2,2,3,3,3,3,3,2,2
14712,1,2,3,3,3,3,3,3,3
14713,2,3,3,3,3,3,3,2,2
14714,1,2,3,3,3,3,3,2,2
14715,2,3,3,3,3,3,3,3,3
14716,2,3,3,3,3,3,3,2,2
14717,2,3,3,3,3,3,2,1,1
14718,2,2,3,3,2,2,2,1,1
14719,2,2,2,2,2,2,1,1,1
14720,2,2,3,3,3,3,3,2,2
14721,2,2,3,3,3,3,2,1,1
14722,2,2,3,3,3,3,3,3,3
14723,3,3,3,3,3,3,2,2,2
14724,2,3,3,3,3,2,2,2,2
14725,2,3,3,3,3,3,2,2,2
14726,3,3,3,3,3,3,2,2,2
14727,2,2,3,3,3,2,2,2,2
14728,2,2,3,3,3,2,2,2,2
14729,1,2,3,3,3,3,2,2,2
14730,2,2,3,3,3,3,3,3,3
14731,2,2,3,3,3,3,2,2,2
14732,2,3,3,3,3,3,2,2,2
14733,2,2,3,3,3,3,2,2,2
14734,2,2,3,3,3,3,2,2,2
14735,1,2,3,3,3,3,2,2,2
14736,1,2,3,3,3,3,2,2,2
14737,2,3,3,3,3,3,3,2,2
14738,3,3,3,3,3,3,3,2,2
14739,3,3,3,3,3,3,3,2,2
14740,3,3,3,3,3,3,3,2,2
14741,3,3,3,3,3,3,3,3,3
14742,3,3,3,3,3,3,3,3,3
14743,3,3,3,3,3,3,3,3,3
14744,2,2,3,3,3,3,3,3,3
14745,2,2,3,3,3,3,3,3,3
14746,2,2,3,3,3,3,3,3,3
14747,2,2,3,3,3,3,3,3,3
14748,1,2,3,3,3,3,3,3,3
14749,1,1,2,3,3,3,3,3,3
14750,1,1,2,3,3,3,3,3,3
14751,1,1,2,3,3,3,3,3,3
14752,1,1,2,3,3,3,2,2,2
14753,1,1,2,3,3,2,2,2,2
14754,1,1,2,2,2,2,2,2,2
14755,1,1,2,3,2,2,2,2,2
14756,1,1,2,3,2,2,2,2,2
14757,1,2,3,3,2,2,1,1,1
14758,2,2,3,3,2,2,1,1,1
14759,2,2,3,3,3,2,1,1,1
14760,2,2,3,3,3,2,1,1,1
14761,2,2,3,3,3,2,2,1,1
14762,2,2,3,3,3,2,2,2,2
14763,1,2,3,3,3,2,2,2,2
14764,2,2,3,3,3,3,2,2,2
14765,2,2,3,3,3,3,2,2,2
14766,1,2,3,3,3,3,2,1,1
14767,1,1,2,3,3,3,2,2,2
14768,1,1,2,3,3,3,2,2,2
14769,1,1,2,3,3,3,3,2,2
14770,2,1,2,3,3,3,2,2,2
14771,1,1,2,3,3,3,2,2,2
14772,1,1,2,3,3,3,2,2,2
14773,2,2,2,3,3,2,2,2,2
14774,2,2,2,3,3,2,2,1,1
14775,2,2,3,3,3,2,2,1,1
14776,1,2,3,3,2,2,1,1,1
14777,1,2,3,3,2,2,1,1,1
14778,1,2,2,2,2,2,1,1,1
14779,1,2,2,2,2,1,1,1,1
14780,1,2,2,2,1,1,1,1,1
14781,1,1,2,2,1,1,1,1,1
14782,1,1,2,2,1,1,1,1,1
14783,1,1,2,2,2,2,2,1,1
14784,1,2,3,3,3,3,3,3,3
14785,1,1,3,3,3,3,3,3,3
14786,1,1,3,3,3,3,3,3,3
14787,2,2,3,3,3,3,3,3,3
14788,1,2,3,3,3,3,3,3,3
14789,1,2,3,3,3,3,3,3,3
14790,1,1,3,3,3,3,3,3,3
14791,1,2,3,3,3,3,3,3,3
14792,1,1,2,3,3,3,3,3,3
14793,1,1,2,3,3,3,3,3,3
14794,1,2,3,3,3,3,3,3,3
14795,1,2,3,2,3,3,3,3,3
14796,1,2,3,3,3,3,3,3,3
14797,2,2,3,3,3,3,3,3,3
14798,1,2,3,3,3,3,3,3,3
14799,2,3,3,3,3,3,3,3,3
14800,2,3,3,3,3,3,3,3,3
14801,2,2,3,3,3,3,3,3,3
14802,2,2,2,3,3,3,3,3,3
14803,1,1,2,2,2,2,2,2,2
14804,1,2,3,3,3,3,3,3,3
14805,1,1,2,3,3,3,3,3,3
14806,1,1,3,3,3,3,3,3,3
14807,1,1,2,3,3,3,3,3,3
14808,2,3,3,3,3,3,2,2,2
14809,2,2,3,3,3,3,3,3,3
14810,2,2,3,3,3,3,3,3,3
14811,3,3,3,3,3,3,3,3,3
14812,3,3,3,3,3,3,3,3,3
14813,3,3,3,3,3,3,3,3,3
14814,2,2,3,3,3,3,3,3,3
14815,2,2,3,3,3,3,3,3,3
14816,2,2,2,3,3,3,3,2,2
14817,3,2,2,3,2,2,2,2,2
14818,1,1,2,3,3,3,3,2,2
14819,1,1,2,3,3,3,2,2,2
14820,2,2,3,3,3,2,2,2,2
14821,1,1,3,3,3,2,1,1,1
14822,2,1,3,3,3,3,3,2,2
14823,1,1,3,3,3,3,1,1,1
14824,1,1,2,3,3,2,1,1,1
14825,1,1,3,3,3,2,1,1,1
14826,3,3,3,3,3,2,1,1,1
14827,2,3,3,3,3,2,1,1,1
14828,2,2,3,3,3,2,1,1,1
14829,2,3,3,3,3,3,2,1,1
14830,2,2,3,3,3,3,2,1,1
14831,2,2,3,3,3,2,2,2,2
14832,1,2,3,3,3,2,2,1,1
14833,2,3,3,3,3,2,2,1,1
14834,2,3,3,3,3,2,2,2,2
14835,2,3,3,3,3,3,2,2,2
14836,3,3,3,3,3,3,2,2,2
14837,1,3,3,3,3,3,3,2,2
14838,1,2,3,3,3,3,2,2,2
14839,1,2,3,3,3,2,2,2,2
14840,1,1,3,3,2,1,1,2,2
14841,2,2,3,3,2,2,1,2,2
14842,2,2,3,3,1,1,1,1,1
14843,2,2,3,2,1,1,1,1,1
14844,1,2,3,2,2,1,1,2,2
14845,1,2,3,3,3,2,2,2,2
14846,1,1,2,3,3,3,3,3,3
14847,1,1,2,3,3,3,3,3,3
14848,2,2,3,3,3,3,3,3,3
14849,2,1,3,3,3,3,2,2,2
14850,3,2,3,3,2,2,2,2,2
14851,3,2,3,3,3,2,2,2,2
14852,2,2,3,3,3,2,2,2,2
14853,2,2,3,3,3,2,2,2,2
